donor_country,financial_year,total_fc_inr,total_fc_original,original_unit,source_document,source_url,table_ref,retrieved_date,notes
Mozambique,2016-17,335101.00,"3,35,101.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Zimbabwe,2016-17,330355.00,"3,30,355.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
St. Christopher and Nevis,2016-17,263783.00,"2,63,783.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Malagasy (Madagascar),2016-17,153410.00,"1,53,410.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Gambia,2016-17,133915.00,"1,33,915.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Belarus,2016-17,125047.00,"1,25,047.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Lithuania,2016-17,117913.00,"1,17,913.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Costa Rica,2016-17,89772.06,"89,772.06",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Serbia,2016-17,71628.00,"71,628.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Brunei,2016-17,70367.00,"70,367.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Laos,2016-17,65950.00,"65,950.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Rwanda,2016-17,49000.00,"49,000.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Kyrgyzstan,2016-17,48000.00,"48,000.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Venezuela,2016-17,26446.00,"26,446.00",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2016-17",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
ALL-COUNTRIES-TOTAL,2016-17,150798916543.06,"1,50,79,89,16,543.06",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II total row, Year: 2016-17",2026-09-23,"Stated total in source; excludes donor details < Rs 20,000. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
United States of America,2017-18,61991083664.03,"61,99,10,83,664.03",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
India,2017-18,23239318853.21,"23,23,93,18,853.21",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
United Kingdom,2017-18,14864069866.28,"14,86,40,69,866.28",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Germany,2017-18,14618878664.48,"14,61,88,78,664.48",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Netherlands,2017-18,11814620103.73,"11,81,46,20,103.73",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
South Korea,2017-18,5104593646.67,"5,10,45,93,646.67",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Switzerland,2017-18,4898694610.67,"4,89,86,94,610.67",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Italy,2017-18,4523475998.91,"4,52,34,75,998.91",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Canada,2017-18,4273467104.42,"4,27,34,67,104.42",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Spain,2017-18,3963037594.86,"3,96,30,37,594.86",rupee,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,"Annexure-II: Country of Donors Foreign Contribution (in Rupees), Year: 2017-18",2026-09-23,"Excludes donor details < Rs 20,000 per Form FC-4. Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
