state,financial_year,metric,total_fc_inr,total_fc_original,original_unit,reporting_associations,source_document,source_url,table_ref,retrieved_date,notes
Maharashtra,2017-18,received,18261243182.69,"18,26,12,43,182.69",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Karnataka,2017-18,received,16131919595.96,"16,13,19,19,595.96",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Kerala,2017-18,received,12347057456.58,"12,34,70,57,456.58",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Andhra Pradesh,2017-18,received,9874758283.36,"9,87,47,58,283.36",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Telangana,2017-18,received,8625877244.28,"8,62,58,77,244.28",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
West Bengal,2017-18,received,6946044693.12,"6,94,60,44,693.12",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Gujarat,2017-18,received,6904338818.86,"6,90,43,38,818.86",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Uttar Pradesh,2017-18,received,3512883590.62,"3,51,28,83,590.62",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Orissa,2017-18,received,2291512947.14,"2,29,15,12,947.14",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Madhya Pradesh,2017-18,received,2259897101.64,"2,25,98,97,101.64",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Bihar,2017-18,received,2075426626.54,"2,07,54,26,626.54",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Himachal Pradesh,2017-18,received,1818007063.09,"1,81,80,07,063.09",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Rajasthan,2017-18,received,1792410470.19,"1,79,24,10,470.19",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Uttarakhand,2017-18,received,1540115187.46,"1,54,01,15,187.46",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Assam,2017-18,received,1466634741.71,"1,46,66,34,741.71",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Punjab,2017-18,received,1411496300.28,"1,41,14,96,300.28",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Haryana,2017-18,received,1243059961.45,"1,24,30,59,961.45",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Jharkhand,2017-18,received,1162384663.23,"1,16,23,84,663.23",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Meghalaya,2017-18,received,602203678.78,"60,22,03,678.78",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Jammu and Kashmir,2017-18,received,557620323.95,"55,76,20,323.95",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Chhattisgarh,2017-18,received,492654337.43,"49,26,54,337.43",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Chandigarh,2017-18,received,434933420.01,"43,49,33,420.01",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Manipur,2017-18,received,421558435.29,"42,15,58,435.29",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Goa,2017-18,received,326462432.99,"32,64,62,432.99",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Pondicherry,2017-18,received,295291275.78,"29,52,91,275.78",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
Nagaland,2017-18,received,265790279.70,"26,57,90,279.70",rupee,,"Rajya Sabha Starred Question No. 304, 'Foreign Funds Received by NGOs', answered 24.03.2021 (MoS Home, Shri Nityanand Rai)",https://www.scribd.com/document/500156210/Foreign-Contribution-List-MHA,Annexure-I: Statement of State/UT-wise receipt of foreign contribution (in Rupees) during 2017-18,2026-09-23,"Scribd copy of the official annexure. Annexure-I: state-wise FC received in Rupees. Annexure-II: donor-country-wise FC in Rupees (excludes donor details < Rs 20,000 per FC-4). 2019-20 tables are PARTIAL: ARs filed as on 16.03.2021; filing deadline extended to 30.06.2021."
